Feature,Average_Importance
Accel_RightTouchPosY_min,0.0005199501334647605
RightTouch_OrientationVelocityX_75%,0.0005141367757885878
Accel_RightTouchPosY_max,0.0005131820514633255
LeftTouch_OrientationVelocityY_min,0.0005128977818332902
LeftTouchPosY_min,0.0005039761316409572
RightTouch_OrientationAccelY_max,0.0005036646636237078
HeadOrientationY_std,0.0005020145037820377
Head_OrientationVelocityX_min,0.0005019717054012522
LeftTouch_Velocity_std,0.0004984860737284735
angle_RightTouch_to_Head_max,0.0004978052061198024
Head_OrientationAccelY_max,0.0004943467788804698
Accel_RightTouchPosZ_25%,0.000493930045738452
LeftTouchOrientationW_std,0.0004918069184339191
RightTouch_OrientationVelocityY_25%,0.0004892247876589148
Velocity_LeftTouchPosY_25%,0.0004889271560183393
Velocity_LeftTouchPosX_25%,0.0004786895928501454
RightTouchPosX_std,0.0004775825335109186
RightTouch_Velocity_std,0.00045724648591179525
distance_LeftTouch_to_RightTouch_mean,0.0004539755259211144
Head_Velocity_max,0.0004528918821626717
Accel_HeadPosY_max,0.00044929105480618654
RightTouch_OrientationVelocityZ_25%,0.0004485799122820207
LeftTouch_OrientationVelocityZ_min,0.0004459792760158284
distance_RightTouch_to_Head_std,0.0004420914664627007
LeftTouch_OrientationVelocityZ_25%,0.00044105102920456805
RightTouchOrientationY_std,0.00044006907265558046
RightTouchOrientationZ_std,0.00043806703470938656
Head_OrientationAccelZ_std,0.00043797537952820233
Head_OrientationAccelX_max,0.0004362946265070504
RightTouch_OrientationVelocityY_max,0.0004321225033678295
RightTouchPosY_75%,0.0004318046939779813
HeadPosY_std,0.0004292641028920085
RightTouch_Velocity_75%,0.00042893176722530024
RightTouch_OrientationAccelX_max,0.00042610031336706803
RightTouch_Velocity_min,0.0004233029498554543
RightTouch_OrientationAccelX_std,0.0004229718708833869
Velocity_LeftTouchPosX_75%,0.00042252740726604436
Accel_RightTouchPosX_25%,0.00041904179279796317
Velocity_HeadPosZ_std,0.00041751613023383055
RightTouch_OrientationVelocityZ_min,0.0004158796091666931
Accel_HeadPosX_75%,0.0004143006440804221
Velocity_HeadPosZ_25%,0.000411095018085577
LeftTouch_OrientationAccelX_25%,0.000406393790275024
angle_LeftTouch_to_Head_std,0.00040095009643721473
Velocity_RightTouchPosZ_25%,0.0004005141788041978
Accel_LeftTouchPosZ_std,0.0003998298377788815
RightTouch_Velocity_max,0.0003993736637921496
Velocity_RightTouchPosY_min,0.0003958886768666972
Velocity_LeftTouchPosX_min,0.00039481919693511814
Velocity_LeftTouchPosZ_75%,0.00039430707131928207
Head_OrientationVelocityY_75%,0.0003939545578909659
RightTouch_OrientationAccelZ_min,0.0003901168243284663
RightTouch_OrientationVelocityX_min,0.0003897898945838955
Velocity_RightTouchPosZ_std,0.00038776500134131143
angle_RightTouch_to_Head_std,0.0003867114043671491
HeadPosY_50%,0.0003855782112040937
Accel_LeftTouchPosX_max,0.00038449843422614684
RightTouch_OrientationAccelX_min,0.0003770689570555243
Accel_RightTouchPosZ_max,0.00037562311883002883
distance_LeftTouch_to_RightTouch_min,0.0003701478136096984
LeftTouchPosZ_std,0.00036915398330606477
distance_LeftTouch_to_RightTouch_75%,0.0003687476641465745
RightTouchOrientationX_std,0.00036655187315023984
